REGIAO:;SE;;;
UF:;SP;;;
ESTACAO:;SAO PAULO - INTERLAGOS;;;
CODIGO (WMO):;A771;;;
LATITUDE:;-2,372,444,443;;;
LONGITUDE:;-4,667,749,999;;;
ALTITUDE:;771;;;
DATA DE FUNDACAO:;14/03/2018;;;
Data;Hora UTC;Precipitacao;Temperatura;Umidade
20/02/2026;1200 UTC;0;23,1;77
20/02/2026;1300 UTC;0;24,3;73
20/02/2026;1400 UTC;0;26,5;66
20/02/2026;1500 UTC;,2;29,2;57
20/02/2026;1600 UTC;0;30,4;45
20/02/2026;1700 UTC;0;31;44
20/02/2026;1800 UTC;0;27,5;72
20/02/2026;1900 UTC;0;26,3;79
20/02/2026;2000 UTC;0;24,4;83
20/02/2026;2100 UTC;0;23,4;83
20/02/2026;2200 UTC;0;22,4;88
20/02/2026;2300 UTC;0;22,2;88
21/02/2026;0000 UTC;0;22,2;89
21/02/2026;0100 UTC;0;22;90
21/02/2026;0200 UTC;0;22,2;90
21/02/2026;0300 UTC;0;21,7;89
21/02/2026;0400 UTC;0;21,4;91
21/02/2026;0500 UTC;0;20,9;93
21/02/2026;0600 UTC;0;20,9;94
21/02/2026;0700 UTC;0;21,2;94
21/02/2026;0800 UTC;0;20,9;92
21/02/2026;0900 UTC;0;21,4;85
21/02/2026;1000 UTC;0;21,9;86
21/02/2026;1100 UTC;0;23,3;81
21/02/2026;1200 UTC;0;24,2;76
21/02/2026;1300 UTC;0;24;80
21/02/2026;1400 UTC;0;24,3;79
21/02/2026;1500 UTC;0;25;76
21/02/2026;1600 UTC;0;25,1;71
21/02/2026;1700 UTC;0;24,6;74
21/02/2026;1800 UTC;0;24;78
21/02/2026;1900 UTC;0;23,7;80
21/02/2026;2000 UTC;0;23;84
21/02/2026;2100 UTC;0;21,9;91
21/02/2026;2200 UTC;0;21,5;92
21/02/2026;2300 UTC;0;21,2;93
22/02/2026;0000 UTC;0;21,2;94
22/02/2026;0100 UTC;,6;20,7;93
22/02/2026;0200 UTC;3,4;19,8;95
22/02/2026;0300 UTC;6,4;19,8;95
22/02/2026;0400 UTC;0;20,1;93
22/02/2026;0500 UTC;0;20,3;94
22/02/2026;0600 UTC;,6;20,2;95
22/02/2026;0700 UTC;0;20;95
22/02/2026;0800 UTC;0;19,8;96
22/02/2026;0900 UTC;,2;20;95
22/02/2026;1000 UTC;0;20,4;94
22/02/2026;1100 UTC;0;21,3;91
22/02/2026;1200 UTC;0;22;86
22/02/2026;1300 UTC;0;22,4;83
22/02/2026;1400 UTC;,4;22,4;89
22/02/2026;1500 UTC;0;22;90
22/02/2026;1600 UTC;7;21;95
22/02/2026;1700 UTC;3;21;94
22/02/2026;1800 UTC;0;22,2;87
22/02/2026;1900 UTC;0;22,4;83
22/02/2026;2000 UTC;0;21,4;90
22/02/2026;2100 UTC;,8;20,7;95
22/02/2026;2200 UTC;0;20,4;96
22/02/2026;2300 UTC;,6;20,6;95
23/02/2026;0000 UTC;3;20,6;95
23/02/2026;0100 UTC;3,6;20,4;96
23/02/2026;0200 UTC;1,6;20,4;95
23/02/2026;0300 UTC;,4;20,3;95
23/02/2026;0400 UTC;,8;20,2;95
23/02/2026;0500 UTC;0;20,3;96
23/02/2026;0600 UTC;,2;20,3;95
23/02/2026;0700 UTC;0;20,2;95
23/02/2026;0800 UTC;0;20,2;94
23/02/2026;0900 UTC;0;20;95
23/02/2026;1000 UTC;0;20,9;95
23/02/2026;1100 UTC;0;21,2;91
23/02/2026;1200 UTC;0;22,1;85
23/02/2026;1300 UTC;0;22,5;84
23/02/2026;1400 UTC;0;22,8;81
23/02/2026;1500 UTC;0;23,8;81
23/02/2026;1600 UTC;0;23,9;79
23/02/2026;1700 UTC;0;24,1;77
23/02/2026;1800 UTC;0;23,1;82
23/02/2026;1900 UTC;0;22,6;82
23/02/2026;2000 UTC;0;22,3;83
23/02/2026;2100 UTC;0;21,9;84
23/02/2026;2200 UTC;0;20,6;93
23/02/2026;2300 UTC;0;20,7;93
24/02/2026;0000 UTC;,2;20,4;95
24/02/2026;0100 UTC;0;20,4;95
24/02/2026;0200 UTC;0;20,4;95
24/02/2026;0300 UTC;0;20,4;95
24/02/2026;0400 UTC;0;20,3;95
24/02/2026;0500 UTC;,2;20,4;93
24/02/2026;0600 UTC;0;20,3;94
24/02/2026;0700 UTC;0;20,4;94
24/02/2026;0800 UTC;0;20,4;93
24/02/2026;0900 UTC;0;20,4;92
24/02/2026;1000 UTC;0;20,8;93
24/02/2026;1100 UTC;0;22,1;84
24/02/2026;1200 UTC;0;23,2;79
24/02/2026;1300 UTC;0;24,9;73
24/02/2026;1400 UTC;0;25,1;70
24/02/2026;1500 UTC;,2;26,4;67
24/02/2026;1600 UTC;0;25,6;73
24/02/2026;1700 UTC;0;24,8;81
24/02/2026;1800 UTC;,8;22,8;89
24/02/2026;1900 UTC;6,4;22,3;94
24/02/2026;2000 UTC;,2;21,9;94
24/02/2026;2100 UTC;,2;22;93
24/02/2026;2200 UTC;0;21,8;93
24/02/2026;2300 UTC;0;21,2;90
25/02/2026;0000 UTC;0;20,9;94
25/02/2026;0100 UTC;0;20,8;95
25/02/2026;0200 UTC;0;20,9;95
25/02/2026;0300 UTC;0;20,7;95
25/02/2026;0400 UTC;0;20,7;96
25/02/2026;0500 UTC;0;20,8;96
25/02/2026;0600 UTC;0;20,6;95
25/02/2026;0700 UTC;0;20,4;96
25/02/2026;0800 UTC;0;20;96
25/02/2026;0900 UTC;0;20,5;97
25/02/2026;1000 UTC;0;21,4;96
25/02/2026;1100 UTC;0;22,2;93
25/02/2026;1200 UTC;0;23,8;81
25/02/2026;1300 UTC;0;24,5;78
25/02/2026;1400 UTC;0;26,1;69
25/02/2026;1500 UTC;0;26,8;67
25/02/2026;1600 UTC;0;28;62
25/02/2026;1700 UTC;,2;28,1;67
25/02/2026;1800 UTC;0;29,2;59
25/02/2026;1900 UTC;0;25,1;83
25/02/2026;2000 UTC;0;23,7;87
25/02/2026;2100 UTC;7,2;22,4;95
25/02/2026;2200 UTC;,6;22,2;95
25/02/2026;2300 UTC;0;22,1;95
26/02/2026;0000 UTC;0;21,7;95
26/02/2026;0100 UTC;,2;21,3;95
26/02/2026;0200 UTC;0;20,8;93
26/02/2026;0300 UTC;0;20,7;95
26/02/2026;0400 UTC;0;20,7;94
26/02/2026;0500 UTC;0;20,8;95
26/02/2026;0600 UTC;,4;20,6;96
26/02/2026;0700 UTC;,2;20,6;96
26/02/2026;0800 UTC;0;20,6;95
26/02/2026;0900 UTC;0;20,6;94
26/02/2026;1000 UTC;0;20,4;95
26/02/2026;1100 UTC;,2;21;96
26/02/2026;1200 UTC;,2;21,5;94
26/02/2026;1300 UTC;,4;21,7;94
26/02/2026;1400 UTC;0;22;89
26/02/2026;1500 UTC;0;22,8;83
26/02/2026;1600 UTC;0;21,4;90
26/02/2026;1700 UTC;0;22,4;80
26/02/2026;1800 UTC;0;21,8;86
26/02/2026;1900 UTC;,8;21;93
26/02/2026;2000 UTC;,4;20,4;95
26/02/2026;2100 UTC;2,6;20,1;95
26/02/2026;2200 UTC;,8;19,9;95
26/02/2026;2300 UTC;1;19,8;96
27/02/2026;0000 UTC;4,2;19,7;96
27/02/2026;0100 UTC;3,4;19,8;96
27/02/2026;0200 UTC;1,8;20;96
27/02/2026;0300 UTC;,8;19,8;96
27/02/2026;0400 UTC;,2;19,7;95
27/02/2026;0500 UTC;0;19,6;95
27/02/2026;0600 UTC;0;19,4;94
27/02/2026;0700 UTC;0;19;94
27/02/2026;0800 UTC;0;18,7;93
27/02/2026;0900 UTC;0;18,4;94
27/02/2026;1000 UTC;0;18,5;94
27/02/2026;1100 UTC;0;19,1;91
27/02/2026;1200 UTC;,2;18,6;94
27/02/2026;1300 UTC;0;18,9;90
27/02/2026;1400 UTC;0;19,8;86
27/02/2026;1500 UTC;,6;18,9;90
27/02/2026;1600 UTC;0;19,2;89
27/02/2026;1700 UTC;0;19,9;86
27/02/2026;1800 UTC;0;20,2;85
27/02/2026;1900 UTC;0;19,7;86
27/02/2026;2000 UTC;,8;17,5;94
27/02/2026;2100 UTC;0;18,3;91
27/02/2026;2200 UTC;0;17,8;92
27/02/2026;2300 UTC;0;18;92
28/02/2026;0000 UTC;0;18;91
28/02/2026;0100 UTC;0;17,9;92
28/02/2026;0200 UTC;0;17,7;93
28/02/2026;0300 UTC;0;17,2;94
28/02/2026;0400 UTC;0;16,7;95
28/02/2026;0500 UTC;,2;16,5;96
28/02/2026;0600 UTC;0;16,3;96
28/02/2026;0700 UTC;0;16;96
28/02/2026;0800 UTC;0;16,5;96
28/02/2026;0900 UTC;0;16,7;96
28/02/2026;1000 UTC;0;16,6;95
28/02/2026;1100 UTC;0;18,1;91
28/02/2026;1200 UTC;0;20,2;70
28/02/2026;1300 UTC;0;20,9;62
28/02/2026;1400 UTC;0;21,7;62
28/02/2026;1500 UTC;0;22,1;57
28/02/2026;1600 UTC;,2;22,6;56
28/02/2026;1700 UTC;0;22;63
28/02/2026;1800 UTC;0;20,8;76
28/02/2026;1900 UTC;0;20,9;75
28/02/2026;2000 UTC;0;20,5;74
28/02/2026;2100 UTC;0;19,4;78
28/02/2026;2200 UTC;0;17,9;90
28/02/2026;2300 UTC;0;18,3;88
01/03/2026;0000 UTC;0;17,9;91
01/03/2026;0100 UTC;1;17,8;94
01/03/2026;0200 UTC;0;17,7;90
01/03/2026;0300 UTC;0;17,8;92
01/03/2026;0400 UTC;0;17,8;91
01/03/2026;0500 UTC;0;17,3;92
01/03/2026;0600 UTC;0;16,9;94
01/03/2026;0700 UTC;0;16,8;94
01/03/2026;0800 UTC;0;16,2;95
01/03/2026;0900 UTC;0;16;95
01/03/2026;1000 UTC;0;16,2;95
01/03/2026;1100 UTC;0;18,6;83
01/03/2026;1200 UTC;0;20;74
01/03/2026;1300 UTC;0;20,8;69
01/03/2026;1400 UTC;0;20,4;65
01/03/2026;1500 UTC;0;21,4;58
01/03/2026;1600 UTC;,2;21,7;68
01/03/2026;1700 UTC;0;20,8;71
01/03/2026;1800 UTC;0;19,9;74
01/03/2026;1900 UTC;0;20,3;67
01/03/2026;2000 UTC;0;19,9;68
01/03/2026;2100 UTC;0;19,4;71
01/03/2026;2200 UTC;0;18,3;79
01/03/2026;2300 UTC;0;17,5;85
02/03/2026;0000 UTC;0;17,3;86
02/03/2026;0100 UTC;0;17,7;85
02/03/2026;0200 UTC;0;17,5;88
02/03/2026;0300 UTC;0;17,1;90
02/03/2026;0400 UTC;0;16,9;89
02/03/2026;0500 UTC;0;16,8;91
02/03/2026;0600 UTC;0;16,3;93
02/03/2026;0700 UTC;0;16,6;92
02/03/2026;0800 UTC;0;16,3;93
02/03/2026;0900 UTC;0;16,4;94
02/03/2026;1000 UTC;0;18,8;88
02/03/2026;1100 UTC;0;18,5;84
02/03/2026;1200 UTC;0;19,5;77
02/03/2026;1300 UTC;0;20,1;78
02/03/2026;1400 UTC;0;20,6;76
02/03/2026;1500 UTC;0;21,3;74
02/03/2026;1600 UTC;0;22,4;70
02/03/2026;1700 UTC;0;21,8;70
02/03/2026;1800 UTC;0;20,8;74
02/03/2026;1900 UTC;0;21,6;70
02/03/2026;2000 UTC;0;20,8;72
02/03/2026;2100 UTC;0;19,5;76
02/03/2026;2200 UTC;0;18,2;85
02/03/2026;2300 UTC;0;17,8;88
03/03/2026;0000 UTC;0;17,5;90
03/03/2026;0100 UTC;0;17,5;90
03/03/2026;0200 UTC;0;17,8;89
03/03/2026;0300 UTC;0;17,5;88
03/03/2026;0400 UTC;0;16,9;90
03/03/2026;0500 UTC;0;16,8;92
03/03/2026;0600 UTC;0;17;92
03/03/2026;0700 UTC;0;17,1;92
03/03/2026;0800 UTC;0;17;94
03/03/2026;0900 UTC;0;17,2;93
03/03/2026;1000 UTC;0;17,9;91
03/03/2026;1100 UTC;0;18,4;90
03/03/2026;1200 UTC;0;19,2;86
03/03/2026;1300 UTC;0;20,4;80
03/03/2026;1400 UTC;0;20,6;77
03/03/2026;1500 UTC;0;21,3;77
03/03/2026;1600 UTC;0;22,8;72
03/03/2026;1700 UTC;0;23,2;69
03/03/2026;1800 UTC;0;23,7;72
03/03/2026;1900 UTC;0;22,7;71
03/03/2026;2000 UTC;0;20,9;76
03/03/2026;2100 UTC;0;20,3;77
03/03/2026;2200 UTC;0;19,3;86
03/03/2026;2300 UTC;0;18,6;90
04/03/2026;0000 UTC;0;18,4;90
04/03/2026;0100 UTC;0;18,1;92
04/03/2026;0200 UTC;0;17,8;92
04/03/2026;0300 UTC;0;17,7;92
04/03/2026;0400 UTC;0;17,3;94
04/03/2026;0500 UTC;0;17,2;95
04/03/2026;0600 UTC;0;17,4;96
04/03/2026;0700 UTC;0;17,5;93
04/03/2026;0800 UTC;0;17;94
04/03/2026;0900 UTC;0;17,4;96
04/03/2026;1000 UTC;0;18,8;88
04/03/2026;1100 UTC;0;20,1;81
04/03/2026;1200 UTC;0;21,5;75
04/03/2026;1300 UTC;0;21,8;73
04/03/2026;1400 UTC;0;23,4;66
04/03/2026;1500 UTC;0;24;60
04/03/2026;1600 UTC;0;23,9;61
04/03/2026;1700 UTC;0;23,3;67
04/03/2026;1800 UTC;0;24,1;70
04/03/2026;1900 UTC;0;22,8;69
04/03/2026;2000 UTC;0;22;72
04/03/2026;2100 UTC;0;20,6;80
04/03/2026;2200 UTC;0;19,9;87
04/03/2026;2300 UTC;0;19,1;88
05/03/2026;0000 UTC;0;18,7;90
05/03/2026;0100 UTC;0;18,7;92
05/03/2026;0200 UTC;0;18,6;93
05/03/2026;0300 UTC;0;18,6;92
05/03/2026;0400 UTC;0;19;92
05/03/2026;0500 UTC;0;18,6;93
05/03/2026;0600 UTC;0;18,1;94
05/03/2026;0700 UTC;0;18,3;95
05/03/2026;0800 UTC;0;18,7;95
05/03/2026;0900 UTC;,2;18,8;93
05/03/2026;1000 UTC;0;19,2;92
05/03/2026;1100 UTC;0;20,5;86
05/03/2026;1200 UTC;0;21,1;81
05/03/2026;1300 UTC;0;22,3;77
05/03/2026;1400 UTC;0;23,3;75
05/03/2026;1500 UTC;0;24,4;70
05/03/2026;1600 UTC;0;25,2;65
05/03/2026;1700 UTC;0;25,6;66
05/03/2026;1800 UTC;0;24,1;74
05/03/2026;1900 UTC;0;23,7;74
05/03/2026;2000 UTC;0;22,4;80
05/03/2026;2100 UTC;0;21,3;85
05/03/2026;2200 UTC;0;21;88
05/03/2026;2300 UTC;0;20,8;92
06/03/2026;0000 UTC;0;20,6;90
06/03/2026;0100 UTC;0;20,9;90
06/03/2026;0200 UTC;0;20,9;91
06/03/2026;0300 UTC;0;20,7;91
06/03/2026;0400 UTC;0;20,9;90
06/03/2026;0500 UTC;0;20,6;92
06/03/2026;0600 UTC;0;20,4;92
06/03/2026;0700 UTC;0;20,4;91
06/03/2026;0800 UTC;0;20,6;91
06/03/2026;0900 UTC;0;20,8;91
06/03/2026;1000 UTC;0;21,2;89
06/03/2026;1100 UTC;0;22,3;85
06/03/2026;1200 UTC;0;23,5;77
06/03/2026;1300 UTC;0;25,6;70
06/03/2026;1400 UTC;0;25,5;71
06/03/2026;1500 UTC;0;26,5;70
06/03/2026;1600 UTC;0;24,7;79
06/03/2026;1700 UTC;7,4;22,2;94
06/03/2026;1800 UTC;11;21,6;96
06/03/2026;1900 UTC;4,4;21,8;96
06/03/2026;2000 UTC;1;21,3;96
06/03/2026;2100 UTC;0;21,2;97
06/03/2026;2200 UTC;0;21,3;96
06/03/2026;2300 UTC;0;21,4;96
07/03/2026;0000 UTC;0;21,4;95
07/03/2026;0100 UTC;0;20,8;95
07/03/2026;0200 UTC;0;20,9;95
07/03/2026;0300 UTC;0;21;96
07/03/2026;0400 UTC;0;21;96
07/03/2026;0500 UTC;0;21,1;96
07/03/2026;0600 UTC;0;20,9;96
07/03/2026;0700 UTC;0;20,9;96
07/03/2026;0800 UTC;0;21;96
07/03/2026;0900 UTC;0;21,2;94
07/03/2026;1000 UTC;0;21,7;91
07/03/2026;1100 UTC;0;22,4;90
07/03/2026;1200 UTC;0;24,1;83
07/03/2026;1300 UTC;0;23,7;82
07/03/2026;1400 UTC;0;24,3;82
07/03/2026;1500 UTC;0;25,1;76
07/03/2026;1600 UTC;0;25,7;75
07/03/2026;1700 UTC;0;28,8;67
07/03/2026;1800 UTC;0;27,1;71
07/03/2026;1900 UTC;0;24,3;75
07/03/2026;2000 UTC;18,6;20,2;96
07/03/2026;2100 UTC;7,2;20;94
07/03/2026;2200 UTC;2,2;20;93
07/03/2026;2300 UTC;3,6;19,3;94
08/03/2026;0000 UTC;2,4;19,3;95
08/03/2026;0100 UTC;,6;19,3;96
08/03/2026;0200 UTC;,6;19,2;96
08/03/2026;0300 UTC;0;19,1;97
08/03/2026;0400 UTC;0;19,2;97
08/03/2026;0500 UTC;0;19;97
08/03/2026;0600 UTC;0;18,6;97
08/03/2026;0700 UTC;0;18,6;97
08/03/2026;0800 UTC;,2;18;97
08/03/2026;0900 UTC;0;18,3;96
08/03/2026;1000 UTC;0;19;96
08/03/2026;1100 UTC;0;21,4;84
08/03/2026;1200 UTC;0;23,7;74
08/03/2026;1300 UTC;0;25,1;69
08/03/2026;1400 UTC;0;27,7;65
08/03/2026;1500 UTC;0;27,9;62
08/03/2026;1600 UTC;0;26,5;68
08/03/2026;1700 UTC;0;25,9;74
08/03/2026;1800 UTC;0;24,4;81
08/03/2026;1900 UTC;0;22,6;87
08/03/2026;2000 UTC;0;22,1;90
08/03/2026;2100 UTC;0;21,1;92
08/03/2026;2200 UTC;0;20,8;89
08/03/2026;2300 UTC;0;20,5;95
09/03/2026;0000 UTC;0;20,3;95
09/03/2026;0100 UTC;0;20,1;95
09/03/2026;0200 UTC;,6;20,1;96
09/03/2026;0300 UTC;,2;20,2;96
09/03/2026;0400 UTC;,4;19;95
09/03/2026;0500 UTC;0;19;96
09/03/2026;0600 UTC;0;18,8;94
09/03/2026;0700 UTC;0;19,3;94
09/03/2026;0800 UTC;,2;19,1;96
09/03/2026;0900 UTC;0;19,3;96
09/03/2026;1000 UTC;0;19,5;96
09/03/2026;1100 UTC;0;19,5;96
09/03/2026;1200 UTC;,4;20,1;95
09/03/2026;1300 UTC;0;20;95
09/03/2026;1400 UTC;0;20,3;93
09/03/2026;1500 UTC;,2;20,2;93
09/03/2026;1600 UTC;1,2;20,2;95
09/03/2026;1700 UTC;,6;20,4;95
09/03/2026;1800 UTC;,4;20,4;94
09/03/2026;1900 UTC;1;19,8;95
09/03/2026;2000 UTC;,4;19,6;95
09/03/2026;2100 UTC;,6;18,7;96
09/03/2026;2200 UTC;,2;18,2;93
09/03/2026;2300 UTC;,2;18,3;94
10/03/2026;0000 UTC;0;18,5;93
10/03/2026;0100 UTC;0;18,7;91
10/03/2026;0200 UTC;2,2;18,4;96
10/03/2026;0300 UTC;1,2;18,4;96
10/03/2026;0400 UTC;3,4;18,1;96
10/03/2026;0500 UTC;2,2;18,2;96
10/03/2026;0600 UTC;,6;18,3;96
10/03/2026;0700 UTC;,6;18,3;97
10/03/2026;0800 UTC;2,6;18,3;96
10/03/2026;0900 UTC;1,6;18,4;97
10/03/2026;1000 UTC;1,2;18,5;97
10/03/2026;1100 UTC;,8;18,7;96
10/03/2026;1200 UTC;0;19,1;96
10/03/2026;1300 UTC;1;19,5;96
10/03/2026;1400 UTC;2,8;19,1;96
10/03/2026;1500 UTC;3,4;19,5;96
10/03/2026;1600 UTC;,4;20;95
10/03/2026;1700 UTC;,4;20,3;94
10/03/2026;1800 UTC;,4;20,1;95
10/03/2026;1900 UTC;0;20;95
10/03/2026;2000 UTC;,2;19,8;95
10/03/2026;2100 UTC;0;19,4;95
10/03/2026;2200 UTC;,4;18,8;96
10/03/2026;2300 UTC;,2;18,7;96
11/03/2026;0000 UTC;0;18,5;96
11/03/2026;0100 UTC;0;18,5;97
11/03/2026;0200 UTC;0;18,8;97
11/03/2026;0300 UTC;0;18,9;97
11/03/2026;0400 UTC;0;18,8;95
11/03/2026;0500 UTC;0;18,9;94
11/03/2026;0600 UTC;0;18,9;95
11/03/2026;0700 UTC;0;18,9;95
11/03/2026;0800 UTC;,4;18,8;96
11/03/2026;0900 UTC;,4;18,7;97
11/03/2026;1000 UTC;0;18,8;97
11/03/2026;1100 UTC;0;19,5;96
11/03/2026;1200 UTC;0;20,3;94
11/03/2026;1300 UTC;0;21,2;87
11/03/2026;1400 UTC;0;22,6;84
11/03/2026;1500 UTC;0;22,5;79
11/03/2026;1600 UTC;,8;20,7;93
11/03/2026;1700 UTC;,2;20,5;93
11/03/2026;1800 UTC;,6;20,4;95
11/03/2026;1900 UTC;,4;20,2;95
11/03/2026;2000 UTC;1,4;20,1;96
11/03/2026;2100 UTC;0;20;96
11/03/2026;2200 UTC;,2;19,9;95
11/03/2026;2300 UTC;0;19,8;95
12/03/2026;0000 UTC;,2;19,8;95
12/03/2026;0100 UTC;0;19,6;96
12/03/2026;0200 UTC;0;19,6;95
12/03/2026;0300 UTC;0;19,4;96
12/03/2026;0400 UTC;1;19,5;96
12/03/2026;0500 UTC;2;19,3;97
12/03/2026;0600 UTC;1,8;19,2;97
12/03/2026;0700 UTC;1;19,2;97
12/03/2026;0800 UTC;,8;19,2;96
12/03/2026;0900 UTC;1,6;19,2;96
12/03/2026;1000 UTC;1,2;19,3;96
12/03/2026;1100 UTC;1,6;19,7;96
12/03/2026;1200 UTC;1,4;19,9;97
12/03/2026;1300 UTC;1,8;20,4;96
12/03/2026;1400 UTC;,2;20,5;95
12/03/2026;1500 UTC;0;21,2;90
12/03/2026;1600 UTC;0;21,4;87
12/03/2026;1700 UTC;0;21,9;83
12/03/2026;1800 UTC;0;21,6;85
12/03/2026;1900 UTC;0;21,7;87
12/03/2026;2000 UTC;0;21,6;87
12/03/2026;2100 UTC;,4;20,9;93
12/03/2026;2200 UTC;2,2;20,4;95
12/03/2026;2300 UTC;2,2;18,8;95
13/03/2026;0000 UTC;,2;17,8;95
13/03/2026;0100 UTC;0;17,8;94
13/03/2026;0200 UTC;0;18,1;95
13/03/2026;0300 UTC;,4;18,1;96
13/03/2026;0400 UTC;1;18,1;96
13/03/2026;0500 UTC;0;18,1;96
13/03/2026;0600 UTC;,2;18;96
13/03/2026;0700 UTC;0;17,9;96
13/03/2026;0800 UTC;0;17,5;97
13/03/2026;0900 UTC;0;17,8;97
13/03/2026;1000 UTC;0;18,1;97
13/03/2026;1100 UTC;0;19,3;96
13/03/2026;1200 UTC;0;20,5;86
13/03/2026;1300 UTC;0;21,6;82
13/03/2026;1400 UTC;0;21;86
13/03/2026;1500 UTC;0;22,1;79
13/03/2026;1600 UTC;0;23,8;73
13/03/2026;1700 UTC;0;22,6;82
13/03/2026;1800 UTC;0;22,7;79
13/03/2026;1900 UTC;0;22,9;81
13/03/2026;2000 UTC;0;22,2;73
13/03/2026;2100 UTC;0;21,1;80
13/03/2026;2200 UTC;0;19,8;88
13/03/2026;2300 UTC;0;19,1;91
14/03/2026;0000 UTC;0;18,8;94
14/03/2026;0100 UTC;0;18,2;95
14/03/2026;0200 UTC;0;18;96
14/03/2026;0300 UTC;0;18;97
14/03/2026;0400 UTC;0;17,8;97
14/03/2026;0500 UTC;0;17,2;97
14/03/2026;0600 UTC;0;17;97
14/03/2026;0700 UTC;0;17;97
14/03/2026;0800 UTC;0;17,3;98
14/03/2026;0900 UTC;0;17,1;98
14/03/2026;1000 UTC;,2;17,1;98
14/03/2026;1100 UTC;0;17,8;98
14/03/2026;1200 UTC;0;20,3;93
14/03/2026;1300 UTC;0;22,6;75
14/03/2026;1400 UTC;0;24,2;61
14/03/2026;1500 UTC;0;25,6;52
14/03/2026;1600 UTC;0;26,1;53
14/03/2026;1700 UTC;0;26,9;56
14/03/2026;1800 UTC;0;25,7;69
14/03/2026;1900 UTC;0;24,8;74
14/03/2026;2000 UTC;0;23,1;81
14/03/2026;2100 UTC;0;21,5;87
14/03/2026;2200 UTC;0;20,5;91
14/03/2026;2300 UTC;0;19,7;94
15/03/2026;0000 UTC;0;19,6;96
15/03/2026;0100 UTC;0;19,5;96
15/03/2026;0200 UTC;0;19,7;96
15/03/2026;0300 UTC;0;20;91
15/03/2026;0400 UTC;0;20,3;88
15/03/2026;0500 UTC;0;19,6;89
15/03/2026;0600 UTC;0;19,1;92
15/03/2026;0700 UTC;0;19,4;92
15/03/2026;0800 UTC;0;19;94
15/03/2026;0900 UTC;0;18,6;94
15/03/2026;1000 UTC;0;19,7;93
15/03/2026;1100 UTC;0;21,3;85
15/03/2026;1200 UTC;0;23,6;71
15/03/2026;1300 UTC;0;26,3;65
15/03/2026;1400 UTC;0;27,9;54
15/03/2026;1500 UTC;0;29,4;49
15/03/2026;1600 UTC;0;27,9;54
15/03/2026;1700 UTC;0;26;66
15/03/2026;1800 UTC;,2;22,2;85
15/03/2026;1900 UTC;0;23,8;81
15/03/2026;2000 UTC;0;24,8;71
15/03/2026;2100 UTC;0;24,1;83
15/03/2026;2200 UTC;0;22,4;89
15/03/2026;2300 UTC;0;22,2;81
16/03/2026;0000 UTC;0;22,1;82
16/03/2026;0100 UTC;0;21,7;85
16/03/2026;0200 UTC;0;20,6;92
16/03/2026;0300 UTC;0;21,2;85
16/03/2026;0400 UTC;0;20,3;90
16/03/2026;0500 UTC;0;20,7;86
16/03/2026;0600 UTC;0;20,1;87
16/03/2026;0700 UTC;0;19,2;91
16/03/2026;0800 UTC;0;19,3;95
16/03/2026;0900 UTC;,2;18,7;96
16/03/2026;1000 UTC;0;20,1;95
16/03/2026;1100 UTC;0;23,2;75
16/03/2026;1200 UTC;0;24,6;70
16/03/2026;1300 UTC;0;27,7;58
16/03/2026;1400 UTC;0;28,7;43
16/03/2026;1500 UTC;0;28,9;44
16/03/2026;1600 UTC;0;29,3;48
16/03/2026;1700 UTC;0;28,9;51
16/03/2026;1800 UTC;0;28,2;60
16/03/2026;1900 UTC;0;26,7;62
16/03/2026;2000 UTC;0;24,4;77
16/03/2026;2100 UTC;0;22,7;84
16/03/2026;2200 UTC;0;21,9;88
16/03/2026;2300 UTC;0;21,2;89
17/03/2026;0000 UTC;0;20,8;89
17/03/2026;0100 UTC;0;20,1;92
17/03/2026;0200 UTC;0;19,5;95
17/03/2026;0300 UTC;0;19;96
17/03/2026;0400 UTC;0;19;96
17/03/2026;0500 UTC;0;18,5;97
17/03/2026;0600 UTC;0;18,6;97
17/03/2026;0700 UTC;,2;17,9;96
17/03/2026;0800 UTC;0;17,6;96
17/03/2026;0900 UTC;0;17,8;96
17/03/2026;1000 UTC;0;19,1;96
17/03/2026;1100 UTC;0;22,3;77
17/03/2026;1200 UTC;0;24,3;68
17/03/2026;1300 UTC;0;25,7;60
17/03/2026;1400 UTC;0;27,2;52
17/03/2026;1500 UTC;0;28;57
17/03/2026;1600 UTC;0;27,6;65
17/03/2026;1700 UTC;0;26,7;70
17/03/2026;1800 UTC;0;24,5;77
17/03/2026;1900 UTC;0;22,8;85
17/03/2026;2000 UTC;0;22,4;87
17/03/2026;2100 UTC;0;21,8;86
17/03/2026;2200 UTC;0;21,3;85
17/03/2026;2300 UTC;0;20,7;87
18/03/2026;0000 UTC;0;20,1;91
18/03/2026;0100 UTC;0;19,7;94
18/03/2026;0200 UTC;0;19,6;94
18/03/2026;0300 UTC;0;19,3;95
18/03/2026;0400 UTC;0;19,5;95
18/03/2026;0500 UTC;0;19,1;96
18/03/2026;0600 UTC;0;19;96
18/03/2026;0700 UTC;0;18,9;97
18/03/2026;0800 UTC;0;18,9;97
18/03/2026;0900 UTC;0;18,4;97
18/03/2026;1000 UTC;0;19,3;97
18/03/2026;1100 UTC;0;20,4;92
18/03/2026;1200 UTC;0;22,3;83
18/03/2026;1300 UTC;,2;24,9;76
18/03/2026;1400 UTC;0;25,7;73
